ConfYear,ConfLocation,ConfDivision,ChoirTitle,ChoirType,CondFName1,CondMName1,CondLName1,CondFName2,CondMName2,CondLName2,School/Org,City1,State/Provience,Country,ChDivision,CondGender1,CondGender2,ChDistance,HBCU,GALA
1991,"Phoenix, AZ",W,St. Louis Children's Chorus,Community,Evelyn,,Sparfeld,,,,,St. Louis,MO,U.S.,SW,f,,1459,,
1991,"Phoenix, AZ",W,Jackson State University Chorale,College,Robert,,Morris,,,,Jackson State University,Jackson,MS,U.S.,S,m,,1468,Y,
1991,"Phoenix, AZ",W,Nassau Presbyterian Church Bach Choir,Church,Sue,,Page,,,,Nassau Presbyterian Church,Princeton,NJ,U.S.,E,f,,2381,,
1991,"Phoenix, AZ",W,Westminster Choir,College,Joseph,,Flummerfelt,,,,Westminster College,Princeton,NJ,U.S.,E,m,,2381,,
1991,"Phoenix, AZ",W,Glassboro Chamber Choir,College,Eugene,,Simpson,,,,Glassboro State College,Glassboro,NJ,U.S.,E,,,2372,,
1991,"Phoenix, AZ",W,Toronto Children's Chorus,International,Jean,,Bartle,,,,,Toronto,Ontario,Canada,,f,,,,
1991,"Phoenix, AZ",W,Canadian Children's Opera Chorus,International,John,,Tuttle,,,,,Toronto,Ontario,Canada,,m,,,,
1991,"Phoenix, AZ",W,Oregon Bach Festival Chorus and Orchestra,Community,Helmuth,,Riling,,,,,Eugene,OR,U.S.,NW,m,,1226,,
1991,"Phoenix, AZ",W,Highland Park Presbyrterian Church Chamber Chorale,Church,David,,Davidson,,,,Highland Park Presbyrterian Church,Dallas,TX,U.S.,SW,m,,1068,,
1991,"Phoenix, AZ",W,Richland College Select Choir,College,Jim,,Henderson,,,,Richland College,Richland,TX,U.S.,SW,m,,1120,,
1991,"Phoenix, AZ",W,Harlingen High School Chorale,High School,Dianne,,Brumley,,,,Harlingen High School,Harlingen,TX,U.S.,SW,f,,1234,,
1991,"Phoenix, AZ",W,South Garland High School A Cappella Men's Chorus,High School,Stan,,McGill,,,,South Garland High School,Garland,TX,U.S.,SW,m,,1079,,
1991,"Phoenix, AZ",W,Deer Park High School Women's Chorale,High School,Barry,,Talley,,,,Deer Park High School,Deer Park,TX,U.S.,SW,m,,1194,,
1991,"Phoenix, AZ",W,Brandenburg Middle School A Cappella Choir,Middle School,Debbie,,Helm,,,,Brandenburg Middle School,Garland,TX,U.S.,SW,f,,1079,,
1991,"Phoenix, AZ",W,Adelphian Concert Choir,College,Paul,,Schutz,,,,University of Puget Sound,Tacoma,WA,U.S.,NW,m,,1474,,
1991,"Phoenix, AZ",W,ACDA Junior & Community College Honors Choir,Honor,Douglas,,McEwen,,,,,,,U.S.,,M,,,,
1991,"Phoenix, AZ",W,Tapiola Choir,International,Erkki,,Pohjola,,,,,Espoo,,Finland,,,,,,
1993,"San Antonio, TX",SW,University of Montevallo Concert Choir,College,P,,Logan,,,,University of Montevallo,Alabaster,AL,U.S.,S,,,866,,
1993,"San Antonio, TX",SW,Mount Royal Children's Choir,International,Elaine,,Quilichini,,,,,Calgary,Alberta,Canada,,f,,,,
1993,"San Antonio, TX",SW,Arizona State University Concert Choir,College,Don,,Bailey,,,,Arizona State University,Phoenix,AZ,U.S.,W,m,,982,,
1993,"San Antonio, TX",SW,California State University Chamber Singers,College,Gregory,,Lyne,,,,California State University Long Beach,Long Beach,CA,U.S.,W,m,,1356,,
1993,"San Antonio, TX",SW,Chapman University Singers,College,William,,Hall,,,,Chapman University,Orange,CA,U.S.,W,m,,1336,,
1993,"San Antonio, TX",SW,Bakersfield College Chamber Singers,College,Dean,,Semple,,,,Bakersfield College,Porterville,CA,U.S.,W,m,,1512,,
1993,"San Antonio, TX",SW,Pennisula Women's Chorus,Community,Patricia,,Hennings,,,,Foothills College,Palo Alto,CA,U.S.,W,f,,1708,,
1993,"San Antonio, TX",SW,Los Angeles Master Chorale,Community,Paul,,Salamunovich,,,,,Los Angeles,CA,U.S.,W,m,,1354,,
1993,"San Antonio, TX",SW,la vie,Community,Nick,,Strimple,,,,,Los Angeles,CA,U.S.,W,m,,1354,,
1993,"San Antonio, TX",SW,Florida's Singing Son's Boychoir,Children/Elementary,Jeffri,,Bantz,,,,,Oakland Park,FL,U.S.,S,m,,1354,,
1993,"San Antonio, TX",SW,Miami Choral Society,Community,Timothy,,Sharp,,,,,Miami,FL,U.S.,S,m,,1382,,
1993,"San Antonio, TX",SW,Newnan Women's Choir,Community,Kathy,,Chandler,,,,,Newnan,GA,U.S.,S,f,,953,,
1993,"San Antonio, TX",SW,Choir of the Cathedral of Saint Philip,Church,Robert,,Simpson,,,,Cathedral of St. Philip,Atlanta,GA,U.S.,S,m,,277,,
1993,"San Antonio, TX",SW,University of Iowa Kantorei,College,William,,Hatcher,,,,University of Iowa,Iowa City,IA,U.S.,NC,m,,1121,,
1993,"San Antonio, TX",SW,Fort Madison High School Chorale,High School,Allen,,Chapman,,,,Fort Madison High School,Fort Madison,IA,U.S.,NC,m,,1004,,
1993,"San Antonio, TX",SW,Jefferson High School Select Women's Choir,High School,Carol,,Tralau,,,,Jefferson High School,Cedar Rapids,IA,U.S.,NC,f,,1135,,
1993,"San Antonio, TX",SW,Nova Singers,Community,Laura,,Lane,,,,,Galesburg,IL,U.S.,C,f,,1061,,
1993,"San Antonio, TX",SW,Indianapolis Children's Choir,Children/Elementary,Henry,,Leck,,,,,Indianapolis,IN,U.S.,C,m,,1171,,
1993,"San Antonio, TX",SW,Harvard Glee Club,College,Jameson,,Marvin,,,,Harvard University,Cambridge,MA,U.S.,E,m,,2032,,
1993,"San Antonio, TX",SW,Bemidji Choir,College,Paul,,Brandvik,,,,Bemidji State University,Bemidji,MN,U.S.,NC,m,,1473,,
1993,"San Antonio, TX",SW,University of North Dakota Concert Choir,College,James,,Rodde,,,,University of North Dakota,Grand Forks,ND,U.S.,NC,m,,1414,,
1993,"San Antonio, TX",SW,American Boy Choir,Children/Elementary,James,,Litton,,,,,Lawrenceville,NJ,U.S.,E,m,,1777,,
1993,"San Antonio, TX",SW,Westminster Choir,College,Joseph,,Flummerfelt,,,,Westminister College,Princeton,NJ,U.S.,E,m,,1782,,
1993,"San Antonio, TX",SW,Albany Pro Musica,Community,David,,Griggs-Janower,,,,,Albany,NY,U.S.,E,m,,1944,,
1993,"San Antonio, TX",SW,Bryn Mawr Chamber Choir,Church,Jeffrey,,Brillhart,,,,Bryn Mawr Presbyterian Church,Ardmore,PA,U.S.,E,m,,1737,,
1993,"San Antonio, TX",SW,University of the Philippines Madrigal Singers,International,Andrea,,Veneracion,,,,University of the Philippines,Diliman,Quezon City,Philippines,,f,,,,
1993,"San Antonio, TX",SW,Rapid City Children's Chorus,Children/Elementary,Gloria,,Brandt,,,,,Rapid City,SD,U.S.,NC,f,,1198,,
1993,"San Antonio, TX",SW,St. Paul's Choir,Church,Robert,,Brewer,,,,St. Paul's United Methodist Church,Houston,TX,U.S.,SW,m,,198,,
1993,"San Antonio, TX",SW,Dallas Handbell Ensemble,Community,David,,Davidson,,,,,Dallas,TX,U.S.,SW,m,,288,,
1993,"San Antonio, TX",SW,Turtle Creek Chorale,Community,Timothy,,Seelig,,,,,Dallas,TX,U.S.,SW,m,,277,,Y
1993,"San Antonio, TX",SW,San Antonio Mastersingers,Community,John,,Silantien,,,,,San Antonio,TX,U.S.,SW,m,,0,,
1993,"San Antonio, TX",SW,San Antonio Symphony Orchestra,Community,Christopher,,Wilkins,,,,,San Antonio,TX,U.S.,SW,m,,0,,
1993,"San Antonio, TX",SW,South Garland High School A Cappella Choir,High School,Stan,,McGill,,,,South Garland High School,Garland,TX,U.S.,SW,m,,288,,
1993,"San Antonio, TX",SW,"Sound Invention, the",High School,Dwayne,,Pedigo,,,,Plano East Senior High School,Plano,TX,U.S.,SW,m,,293,,
1993,"San Antonio, TX",SW,Deer Park High School Chorale,High School,Barry,,Talley,,,,Deer Park High School,Deer Park,TX,U.S.,SW,m,,215,,
1993,"San Antonio, TX",SW,"Seattle Girl's Choir ""Prima Voci""",Children/Elementary,Jerome,,Wright,,,,,Seattle,WA,U.S.,NW,m,,2163,,
1993,"San Antonio, TX",SW,William Howard Taft High School Chorale,High School,David,,Dyer,,,,William Howard Taft High School,San Antonio,TX,U.S.,SW,m,,0,,
1993,"San Antonio, TX",SW,Madison High School Chamber Singers,High School,Dennis,,Pitcock,,,,Madison High School,San Antonio,TX,U.S.,SW,m,,0,,
1993,"San Antonio, TX",SW,ACDA Eighth and Ninth Grade Honor Choir,Honor,Anton,,Armstrong,,,,,,,U.S.,,M,,,,
1993,"San Antonio, TX",SW,ACDA Children's Honor Choir,Honor,Doreen,,Rao,,,,,,,U.S.,,F,,,,
1993,"San Antonio, TX",SW,ACDA Women's Honor Choir,Honor,Jo-Michael,,Scheibe,,,,,,,U.S.,,M,,,,
1993,"San Antonio, TX",SW,Netherlands Chamber Choir,International,Uwe,,Gronostay,,,,,Amersterdam,,Netherlands,,,,,,
1993,"San Antonio, TX",SW,Festival Singers of the Robert Shaw Choral Institute,International,Robert,,Shaw,,,,,Quercy,,France,,m,,,,
1993,"San Antonio, TX",SW,Jitro Czech Children's Choir,International,Jiri,,Skopal,,,,,,,Czechoslovakia,,,,,,
1995,"Washington, D.C.",E,University of Alabama Singers,College,Sandra,,Willetts,,,,University of Alabama,Tuscaloosa,AL,U.S.,S,f,,802,,
1995,"Washington, D.C.",E,San Jose State University Choraliers,College,Charlene,,Archibeque,,,,San Jose State University,San Jose,CA,U.S.,W,f,,2848,,
1995,"Washington, D.C.",E,Master Chorale of Orange County,Community,William,,Hall,,,,,Costa Mesa,CA,U.S.,W,m,,2674,,
1995,"Washington, D.C.",E,Mt. Whitney High School Ensemble,High School,Dan,,Jackson,,,,Mt. Whitney High School,Visalia,CA,U.S.,W,m,,2763,,
1995,"Washington, D.C.",E,Golden West High School Chamber Singers,High School,Jeffery,,Seaward,,,,Golden West High School,Visilia,CA,U.S.,W,m,,2763,,
1995,"Washington, D.C.",E,VoicesIowa,Community,Phil,,Mattson,,,,Southwestern Iowa Community College,Creston,IA,U.S.,NC,m,,1091,,
1995,"Washington, D.C.",E,Thomas Jefferson High School Select Men's Choir,High School,Peter,,Eklund,,,,Thomas Jefferson High School,Cedar Rapids,IA,U.S.,NC,m,,930,,
1995,"Washington, D.C.",E,Southern Baptist Theological Seminary Choir,Church,John,,Dickson,,,,Southern Baptist Theological Seminary,Louisville,KY,U.S.,S,m,,615,,
1995,"Washington, D.C.",E,Louisiana State University A Cappella Choir,College,Kenneth,,Fulton,,,,Louisiana State University,Baton Rouge,LA,U.S.,S,m,,1142,,
1995,"Washington, D.C.",E,Moses Hogan Chorale,Community,Moses,,Hogan,,,,,New Orleans,LA,U.S.,S,m,,1086,,
1995,"Washington, D.C.",E,Harvard-Radcliffe Collegium Musicum,College,Jameson,,Marvin,,,,Harvard University,Cambridge,MA,U.S.,E,m,,437,,
1995,"Washington, D.C.",E,Chevy Chase Elementary School Chorus,Children/Elementary,Joan,,Gregoryk,,,,Chevy Chase Elementary,Chevy Chase,MD,U.S.,E,f,,8,,
1995,"Washington, D.C.",E,Eleanor Roosevelt High School Combined Choirs,High School,,,,,,,Eleanor Roosevelt High School,Greenbelt,MD,U.S.,E,,,14,,
1995,"Washington, D.C.",E,Brazeal Dennard Chorale,Community,Brazeal,,Dennard,,,,,Detroit,MI,U.S.,C,,,524,,
1995,"Washington, D.C.",E,National Lutheran Choir,Church,Larry,,Fleming,,,,,Minneapolis,MN,U.S.,NC,m,,1106,,
1995,"Washington, D.C.",E,Bach Society of Minnesota Motet Choir,Community,Paul,,Oakley,,,,,Minneapolis,MN,U.S.,NC,m,,1106,,
1995,"Washington, D.C.",E,University of Missouri - Columbia Singers,College,David,,Rayl,,,,University of Missouri - Columbia,Columbia,MO,U.S.,SW,m,,931,,
1995,"Washington, D.C.",E,Amabilee Youth Singers,International,John,,Barron,,,,,London,Ontario,Canada,,m,,,,
1995,"Washington, D.C.",E,Toronto Children's Chorus,International,Jean,,Bartle,,,,,Toronto,Ontario,Canada,,f,,,,
1995,"Washington, D.C.",E,Temple University Mendelssohn Club of Philadelphia,College,Alan,,Harler,,,,Temple University,Philadelphia,PA,U.S.,E,m,,137,,
1995,"Washington, D.C.",E,Clear Creek High School Symphonic Chorale,High School,Milton,,Pullen,,,,Clear Creek High School,League City,TX,U.S.,SW,m,,1410,,
1995,"Washington, D.C.",E,Deer Park High School Women's Chorale,High School,Barry,,Talley,,,,Deer Park High School,Deer Park,TX,U.S.,SW,m,,1403,,
1995,"Washington, D.C.",E,Rocky Run Middle School Select Choir,Middle School,Susan,,Smith,,,,Rocky Run Middle School,Chantilly,VA,U.S.,S,f,,24,,
1995,"Washington, D.C.",E,Central Washington University Chamber Choir,College,Geoffrey,,Boers,,,,Central Washington University,Ellensburg,WA,U.S.,NW,m,,2655,,
1995,"Washington, D.C.",E,Walla Walla Master Singers,Community,Robert,,Bode,,,,,Walla Walla,WA,U.S.,NW,m,,2627,,
1995,"Washington, D.C.",E,"U.S. Marine Band ""President's Own""",Community,Dennis,,Burian,,,,US Marines,"Washington, D.C.",,U.S.,E,m,,0,,
1995,"Washington, D.C.",E,U.S. Navy Band Sea Chanters,Community,Ronald,,Chiles,,,,US Navy,"Washington, D.C.",,U.S.,E,m,,0,,
1995,"Washington, D.C.",E,U.S. Army Chorus,Community,Gary,,Lamb,,,,US Army,"Washington, D.C.",,U.S.,E,m,,0,,
1995,"Washington, D.C.",E,Oratorio Society of Washington,Community,Robert,,Shafer,,,,,"Washington, D.C.",,U.S.,E,m,,0,,
1995,"Washington, D.C.",E,U.S. Air Force Singing Sergeants,Community,Philip,,Waite,,,,US Air Force,"Washington, D.C.",,U.S.,E,m,,0,,
1995,"Washington, D.C.",E,Schola Deservedly Anonymous,Community,,,,,,,,"Washington, D.C.",,U.S.,E,,,0,,
1995,"Washington, D.C.",E,National Jewish Chorale,Community,Eleanor,,Epstein,,,,,New York,NY,U.S.,E,f,,229,,
1995,"Washington, D.C.",E,Zamir Festival Chorus,Community,Eleanor,,Epstein,,,,,New York,NY,U.S.,E,f,,229,,
1995,"Washington, D.C.",E,National Symphony Orchestra,Community,James,,Paul,,,,,"Washington, D.C.",,U.S.,E,m,,,,
1995,"Washington, D.C.",E,Male Ensemble Northwest,Community,,,,,,,,Longview,WA,U.S.,NW,,,2846,,
1995,"Washington, D.C.",E,Real Group,International,,,,,,,,Stockholm,,Sweden,,,,,,
1995,"Washington, D.C.",E,ACDA Men's Honor Choir,Honor,Allen,,Crowell,,,,,,,U.S.,,M,,,,
1995,"Washington, D.C.",E,ACDA Children's Honor Choir,Honor,Janet,,Galvan,,,,,,,U.S.,,F,,,,
1995,"Washington, D.C.",E,ACDA Boys' Honor Choir,Honor,James,,Litton,,,,,,,U.S.,,M,,,,
1995,"Washington, D.C.",E,Dresdner Kreuzchor,International,Matthias,,Jung,,,,,Dresden,,Germany,,m,,,,
1995,"Washington, D.C.",E,Exaudi Chamber Choir,International,Maria,,Perez,,,,,Havana,,Cuba,,f,,,,
1995,"Washington, D.C.",E,Seoul Ladies' Singers,International,Hak-Won,,Yoon,,,,,Seoul,,South Korea,,,,,,
1995,"Washington, D.C.",E,"King's Singers, the",International,,,,,,,,London,,England,,,,,,
1997,"San Diego, CA",W,Calgary Girls Choir,International,Elaine,,Quilichini,,,,,Calgary,Alberta,Canada,,f,,,,
1997,"San Diego, CA",W,Elektra Women's College,International,Morna,,Edmundson,,,,,Vancouver,Bristish Columbia,Canada,,,,,,
1997,"San Diego, CA",W,"University of Southern California Chamber Singers, Concert Choir & Chamber Orchestra",College,William,,Dehning,,,,University of Southern California,Los Angeles,CA,U.S.,W,m,,121,,
1997,"San Diego, CA",W,University of Colorado - Boulder Concert Choir,College,Lawrence,,Kaptein,,,,University of Colorado - Boulder,Boulder,CA,U.S.,W,m,,1084,,
1997,"San Diego, CA",W,Vocal Flight,College,Roger,,Letson,,,,DeAnza College,Cupertino,CA,U.S.,W,m,,466,,
1997,"San Diego, CA",W,University of California Los Angeles Chorale,College,Don,,Neuen,,,,University of California Los Angeles,Los Angeles,CA,U.S.,W,m,,121,,
1997,"San Diego, CA",W,Pacific Chorale,Community,John,,Alexander,,,,,Santa Ana,CA,U.S.,W,m,,89,,
1997,"San Diego, CA",W,LA Jazz Choir,Community,Gerald,,Eskelin,,,,,Los Angeles,CA,U.S.,W,m,,121,,
1997,"San Diego, CA",W,Clare Fischer and Friends,Community,Clare,,Fischer,,,,,Los Angeles,CA,U.S.,W,f,,121,,
1997,"San Diego, CA",W,Albert McNeil Jubilee Singers,Community,Albert,,McNeil,,,,Northwestern University,Los Angeles,CA,U.S.,W,m,,121,,
1997,"San Diego, CA",W,Foothill High School Chamber Singers,High School,Jeffery,,Brookey,,,,Foothill High School,Bakersfield,CA,U.S.,W,m,,232,,
1997,"San Diego, CA",W,Mt. Whitney High School Pioneer Choir,High School,Dan,,Jackson,,,,Mt. Whitney High School,Visalia,CA,U.S.,W,m,,308,,
1997,"San Diego, CA",W,Golden West High School Trailblazer Concert Choir,High School,Jeffery,,Seaward,,,,Golden West High School,Visalia,CA,U.S.,W,m,,308,,
1997,"San Diego, CA",W,Thomas Downey High School Madrigal Singers,High School,Polly,,Vasche,,,,Thomas Downey High School,Modesto,CA,U.S.,W,f,,432,,
1997,"San Diego, CA",W,Cherry Creek High School Girls' 21,High School,Charlotte,,Adams,,,,Cherry Creek High School,Englewood,CO,U.S.,SW,f,,1081,,
1997,"San Diego, CA",W,University of Miami Chorale,College,Jo-Michael,,Scheibe,,,,University of Miami,Coral Gables,FL,U.S.,S,m,,2660,,
1997,"San Diego, CA",W,Winter Park High School Concert Choir,High School,Trey,,Jacobs,,,,Winter Park High School,Winter Park,FL,U.S.,S,m,,2436,,
1997,"San Diego, CA",W,University of Northern Iowa Concert Chorale,College,Bruce,,Chamberlain,,,,University of Northern Iowa,Cedar Falls,IA,U.S.,NC,m,,1868,,
1997,"San Diego, CA",W,Western Illinois University Singers,College,James,,Stegall,,,,University of Western Illinois,Macomb,IL,U.S.,C,m,,1959,,
1997,"San Diego, CA",W,University of Illinois Chorale,College,Fred,,Stoltzfus,,,,University of Illinois,Urbana-Champaign,IL,U.S.,C,m,,2032,,
1997,"San Diego, CA",W,Indianapolis Children's Choir,Children/Elementary,Henry,,Leck,,,,,Indianapolis,IN,U.S.,C,m,,2098,,
1997,"San Diego, CA",W,Topeka High School Madrigal Singers,High School,Steve,,Eubank,,,,Topeka High School,Topeka,KS,U.S.,SW,m,,1615,,
1997,"San Diego, CA",W,University of Michigan Men's Glee Club,College,Jerry,,Blackstone,,,,University of Michigan,Ann Arbor,MI,U.S.,C,m,,2303,,
1997,"San Diego, CA",W,Traverse City High School Chorale,High School,Russell,,Larimar,,,,Traverse City High School,Traverse City,MI,U.S.,C,m,,2383,,
1997,"San Diego, CA",W,University of North Dakota Concert Chorale,College,James,,Rodde,,,,University of North Dakota,Grand Forks,ND,U.S.,NC,m,,1919,,
1997,"San Diego, CA",W,Oklahoma State University Concert Chorale,College,Jerry,,McCoy,,,,Oklahoma State University,Stillwater,OK,U.S.,SW,m,,1413,,
1997,"San Diego, CA",W,Portland State University Chamber Choir,College,Bruce,,Browne,,,,Portland State University,Portland,OR,U.S.,NW,m,,1084,,
1997,"San Diego, CA",W,Temple University Children's Choir,Children/Elementary,Judith,,Willoughby-Miller,,,,Temple University,Philadelphia,PA,U.S.,E,f,,2741,,
1997,"San Diego, CA",W,Central Bucks High School West Chamber Singers,High School,Joseph,,Ohrt,,,,Central Bucks High School West,Doylestown,PA,U.S.,E,m,,2750,,
1997,"San Diego, CA",W,Sumter High School Renaissance Singers,High School,Sonja,,Sepulveda,,,,Sumter High School,Sumter,SC,U.S.,S,f,,2407,,
1997,"San Diego, CA",W,Austin Peay State University Chamber Singers,College,George,,Marby,,,,Austin Peay State University,Clarksville,TN,U.S.,S,m,,2023,,
1997,"San Diego, CA",W,Baylor University A Cappella Choir,College,Donald,,Bailey,,,,Baylor University,Waco,TX,U.S.,SW,m,,1342,,
1997,"San Diego, CA",W,Texas Tech University Choir,College,Kenneth,,Davis,,,,Texas Tech University,Lubbock,TX,U.S.,SW,m,,1039,,
1997,"San Diego, CA",W,Texas Christian University Concert Chorale,College,Ronald,,Shirey,,,,Texas Christian University,Fort Worth,TX,U.S.,SW,m,,1328,,
1997,"San Diego, CA",W,University of Texas - Arlington Chamber Singers,College,Jing,,Tam,,,,University of Texas - Arlington,Arlington,TX,U.S.,SW,,,1341,,
1997,"San Diego, CA",W,Turtle Creek Chorale,Community,Timothy,,Seelig,,,,,Dallas,TX,U.S.,SW,m,,1361,,Y
1997,"San Diego, CA",W,James Martin High School Chorale,High School,Randy,,Jordan,,,,James Martin High School,Arlington,TX,U.S.,SW,m,,1341,,
1997,"San Diego, CA",W,Utah Chamber Artists,Community,Barlow,,Bradford,,,,,Midvale,UT,U.S.,W,m,,739,,
1997,"San Diego, CA",W,"Seattle Girl's Choir ""Prima Voci""",Children/Elementary,Jerome,,Wright,,,,,Seattle,WA,U.S.,NW,m,,1255,,
1997,"San Diego, CA",W,University of Wisconsin - Eau Claire Concert Choir,College,Gary,,Schwartzhoff,,,,University of Wisconsin - Eau Claire,Eau Claire,WI,U.S.,NC,m,,2045,,
1997,"San Diego, CA",W,Utah State Universtiy Chamber Singers,College,,,,,,,,,,U.S.,W,,,,,
1997,"San Diego, CA",W,Chapel of Charlemagne,College,Robert,,Fowells,,,,California State University at Los Angeles,Los Angeles,CA,U.S.,W,m,,120,,
1997,"San Diego, CA",W,Orfeon Universitario Simon Bolivar,International,Alberto,,Grau,,,,,Caracas,,Venezuela,,m,,,,
1997,"San Diego, CA",W,ACDA Children's Honor Choir,Honor,Anton,,Armstrong,,,,,,,U.S.,,M,,,,
1997,"San Diego, CA",W,ACDA Jr. High Honor Choir,Honor,Nancy,,Cox,,,,,,,U.S.,,F,,,,
1997,"San Diego, CA",W,ACDA 2-year College Honor Choir,Honor,William,,Hatcher,,,,,,,U.S.,,M,,,,
1997,"San Diego, CA",W,ACDA Community Honor Choir,Honor,Earl,,Rivers,,,,,,,U.S.,,M,,,,
1997,"San Diego, CA",W,Morski Zvutsi Choir,International,Marin,,Chonev,,,,,Varna,,Bulgaria,,,,,,
1997,"San Diego, CA",W,Eric Ericson Chamber Choir,International,Eric,,Ericson,,,,,Stockholm,,Sweden,,m,,,,
1997,"San Diego, CA",W,Ave Chamber Choir,International,Andraz,,Hauptman,,,,,Ljubljana,,Slovenia,,,,,,
1997,"San Diego, CA",W,Coro de Ninos de San Jaun,International,Evy,,Lucio,,,,,San Juan,,Puerto Rico,,,,,,
1997,"San Diego, CA",W,Moscow Chamber Choir,International,Vladimir,,Minin,,,,,Moscow,,Russia,,m,,,,
1999,"Chicago, IL",MW,Vancouver Chamber Choir,International,Jon,,Washburn,,,,,Vancouver,British Columbia,Canada,,m,,,,
1999,"Chicago, IL",MW,Chapman University Choir,College,William,,Hall,,,,Chapman University,Orange,CA,U.S.,W,m,,2011,,
1999,"Chicago, IL",MW,Santa Rosa High School Chamber Singers,High School,Daniel,,Earl,,,,Santa Rosa High School,Santa Rosa,CA,U.S.,W,m,,2137,,
1999,"Chicago, IL",MW,Morehouse College Glee Club,College,David,,Morrow,,,,Morehouse College,Atlanta,GA,U.S.,S,m,,717,Y,
1999,"Chicago, IL",MW,Jonesboro Women's Chorus,Community,Diane,,Woodward,,,,,Atlanta,GA,U.S.,S,f,,717,,
1999,"Chicago, IL",MW,Vocalogy,Community,Phil,,Mattson,,,,,Creston,IA,U.S.,NC,m,,407,,
1999,"Chicago, IL",MW,"Jefferson High School ""Meistersingers""",High School,Carol,,Trelau,,,,Jefferson High School,Cedar Rapids,IA,U.S.,NC,f,,226,,
1999,"Chicago, IL",MW,Collegiate Singers of Ricks College,College,Kevin,,Brower,,,,Ricks College,Rexburg,ID,U.S.,NW,m,,1466,,
1999,"Chicago, IL",MW,Glen Ellyn Children's Chorus,Children/Elementary,Emily,,Ellsworth,,,,,Chicago,IL,U.S.,C,f,,0,,
1999,"Chicago, IL",MW,Chicago All City Youth Chorus,Children/Elementary,Josephine,,Poelinitz,,,,,Chicago,IL,U.S.,C,f,,0,,
1999,"Chicago, IL",MW,Soul Children of Chicago,Children/Elementary,Walt,,Whitman,,,,,Chicago,IL,U.S.,C,m,,0,,
1999,"Chicago, IL",MW,Alice Millar Chapel Choir,College,Stephen,,Alltop,,,,Northwestern University,Evanston,IL,U.S.,C,m,,13,,
1999,"Chicago, IL",MW,Northwestern University Choir & Orchestra,College,Robert,,Harris,,,,Northwestern University,Evanston,IL,U.S.,C,m,,14,,
1999,"Chicago, IL",MW,University of Illinois Chorale,College,Fred,,Stoltzfus,,,,University of Illinois - Urbana-Champaign,Urbana-Champaign,IL,U.S.,C,m,,141,,
1999,"Chicago, IL",MW,Chicago Symphony Orchestra and Chorus,Community,,,,,,,,Chicago,IL,U.S.,C,,,0,,
1999,"Chicago, IL",MW,"Woodruff High School ""Woodruff Singers""",High School,Denise,,Adams,,,,Woodruff High School,Peoria,IL,U.S.,C,f,,158,,
1999,"Chicago, IL",MW,Lawrence Children's Choir,Children/Elementary,Janeal,,krehbiel,,,,,Lawrence,KS,U.S.,SW,f,,550,,
1999,"Chicago, IL",MW,Moses Hogan Chorale,Community,Moses,,Hogan,,,,,New Orleans,LA,U.S.,S,m,,927,,
1999,"Chicago, IL",MW,University of Michigan Chamber Choir,College,Theodore,,Morrison,,,,University of Michigan,Ann Arbor,MI,U.S.,C,m,,243,,
1999,"Chicago, IL",MW,Michigan State University Men's Glee Club,College,Jonathan,,Reed,,,,Michigan State University,East Lansing,MI,U.S.,C,m,,222,,
1999,"Chicago, IL",MW,Detroit Concert Choir,Community,Gordon,,Nelson,,,,,Detroit,MI,U.S.,C,m,,283,,
1999,"Chicago, IL",MW,Michigan State University Children's choir,Community,Mary,,Stollak,,,,Michigan State University,East Lansing,MI,U.S.,C,f,,222,,
1999,"Chicago, IL",MW,National Lutheran Choir,Church,Larry,,Fleming,,,,,Minneapolis,MN,U.S.,NC,m,,408,,
1999,"Chicago, IL",MW,St. Olaf Choir,College,Anton,,Armstrong,,,,St. Olaf College,Northfield,MN,U.S.,NC,m,,405,,
1999,"Chicago, IL",MW,Magnum Chorum,College,David,,Dickau,,,,,Mankato,MN,U.S.,NC,m,,434,,
1999,"Chicago, IL",MW,Ensemble Singers of the Plymouth Music Series of Minnesota,Community,Philip,,Brunelle,,,,,Minneapolis,MN,U.S.,NC,m,,408,,
1999,"Chicago, IL",MW,Inner Mongolian Youth Chorus,International,Yalungerile,,,,,,,Hohhot,Mongolia,China,,,,,,
1999,"Chicago, IL",MW,"University of Southern Mississippi ""Southern Chorale""",College,Tim,,Koch,,,,University of Southern Mississippi,Hattiesburg,MS,U.S.,S,m,,829,,
1999,"Chicago, IL",MW,University of Mississippi Concert Singers,College,Jerry,,Jordan,,,,University of Mississippi,Oxford,MS,U.S.,S,m,,306,,
1999,"Chicago, IL",MW,Nebraska Children's Choir (Bel Canto),Children/Elementary,Randall,,Stroope,,,,,Omaha,NE,U.S.,NC,m,,467,,
1999,"Chicago, IL",MW,Nebraska Wesleyan University Choir,College,William,,Wyman,,,,Nebraska Wesleyan University,Lincoln,NE,U.S.,NC,m,,523,,
1999,"Chicago, IL",MW,Cherry Hill High School West Singers,High School,Christine,,Bass,,,,Cherry Hill High School West,Cherry Hill,NJ,U.S.,E,f,,767,,
1999,"Chicago, IL",MW,Thurman White Middle School Madrigal Singers,Middle School,Randy,,Pagel,,,,Thurman White Middle School,Henderson,NV,U.S.,W,m,,1762,,
1999,"Chicago, IL",MW,Ashland Children's Choir,Children/Elementary,Sandra,,Brown,,,,,Ashland,OH,U.S.,C,f,,327,,
